0,259,89,0.024205300956964493
1,257,86,0.024852808564901352
2,256,85,0.024836624041199684
3,256,85,0.02479884773492813
4,257,86,0.001317031099461019
5,256,86,0.0013507516123354435
6,256,86,0.0013439762406051159
7,250,87,0.038533248007297516
8,251,87,-0.0667855516076088
9,257,93,0.034348390996456146
10,257,93,0.003804675303399563
11,232,106,0.1123557910323143
12,252,107,-0.12088000029325485
13,244,137,0.20009304583072662
14,258,139,-0.09944726526737213
15,266,129,0.2218073010444641
16,277,129,0.01306939497590065
17,270,126,0.2329862415790558
18,284,126,0.010891630314290524
19,275,122,0.2209891974925995
20,283,122,0.016012705862522125
21,274,123,0.21670761704444885
22,280,123,0.019048484042286873
23,221,164,0.06837104260921478
24,237,165,-0.06837844848632812
25,219,205,0.11816894263029099
26,260,198,0.008104165084660053
27,208,249,0.17045553028583527
28,258,245,0.09060293436050415
29,205,258,0.17473778128623962
30,253,255,0.09934521466493607
31,212,254,0.15591482818126678
32,269,258,0.08213599026203156
0,259,89,0.06270474940538406
1,257,85,0.062214095145463943
2,256,85,0.06217513605952263
3,256,85,0.06212792173027992
4,257,85,0.038915183395147324
5,256,85,0.03889341279864311
6,256,85,0.038827329874038696
7,250,86,0.06403691321611404
8,251,87,-0.039990827441215515
9,257,93,0.06770052760839462
10,257,93,0.03752472624182701
11,232,107,0.12483687698841095
12,251,107,-0.11075066775083542
13,242,137,0.1991608738899231
14,257,139,-0.08908390998840332
15,261,137,0.21898430585861206
16,277,130,0.028275422751903534
17,265,137,0.22906902432441711
18,284,128,0.02999786287546158
19,269,134,0.2177821546792984
20,283,123,0.033759068697690964
21,267,135,0.2136199176311493
22,280,124,0.033881984651088715
23,221,164,0.06748408079147339
24,237,165,-0.06748072057962418
25,220,205,0.058832257986068726
26,260,199,-0.013804787769913673
27,208,248,0.06246161088347435
28,258,246,0.030296368524432182
29,200,258,0.061277225613594055
30,253,255,0.03438197448849678
31,210,257,0.03173159435391426
32,269,257,0.01063908077776432
0,258,89,0.09136984497308731
1,256,85,0.09160587936639786
2,256,85,0.09156627207994461
3,255,85,0.09151878207921982
4,257,86,0.06795533001422882
5,256,86,0.06794162094593048
6,256,86,0.06788410991430283
7,249,87,0.09043183922767639
8,251,87,-0.0157920029014349
9,256,93,0.09507675468921661
10,256,93,0.06412241607904434
11,230,107,0.1434798240661621
12,252,107,-0.0948532223701477
13,234,138,0.22681090235710144
14,256,139,-0.08708865195512772
15,251,142,0.27367308735847473
16,278,132,0.016685647889971733
17,255,142,0.2896169126033783
18,284,130,0.019148852676153183
19,258,140,0.27833548188209534
20,283,125,0.026571080088615417
21,257,140,0.26940634846687317
22,281,126,0.02295568957924843
23,220,165,0.06889909505844116
24,238,165,-0.06896299868822098
25,220,206,0.0718095675110817
26,261,199,-0.0265311561524868
27,208,248,0.03330055996775627
28,258,244,-0.029905196279287338
29,201,258,0.028263695538043976
30,253,253,-0.02930385246872902
31,211,257,-0.0024574236012995243
32,270,258,-0.05161169171333313
0,258,91,0.12167123705148697
1,256,87,0.12185186892747879
2,255,87,0.12181182205677032
3,254,87,0.12176759541034698
4,256,87,0.09884526580572128
5,256,87,0.09883810579776764
6,256,87,0.09877742826938629
7,249,88,0.11744161695241928
8,251,88,0.013731356710195541
9,256,94,0.12385999411344528
10,256,94,0.0935528352856636
11,228,107,0.16132445633411407
12,253,107,-0.0715959221124649
13,233,139,0.23641212284564972
14,256,139,-0.07148484140634537
15,252,143,0.27044859528541565
16,277,136,0.018010901287198067
17,256,144,0.28346121311187744
18,283,136,0.019695553928613663
19,260,142,0.2710248529911041
20,283,130,0.025734301656484604
21,259,142,0.2651393413543701
22,281,130,0.023844441398978233
23,219,165,0.06910424679517746
24,239,164,-0.06919349730014801
25,220,205,0.0677085891366005
26,263,196,-0.03729792311787605
27,208,247,0.006822093389928341
28,258,242,-0.07131433486938477
29,202,257,-0.0005346175748854876
30,253,250,-0.07342611253261566
31,211,257,-0.0322694405913353
32,270,258,-0.09568452835083008
0,258,91,0.12574875354766846
1,256,87,0.1258251667022705
2,255,87,0.12578637897968292
3,254,87,0.12574297189712524
4,256,88,0.1027645692229271
5,256,88,0.1027570441365242
6,256,88,0.10269651561975479
7,248,88,0.12102369219064713
8,251,89,0.01710479147732258
9,256,94,0.12782633304595947
10,256,95,0.09744870662689209
11,227,108,0.16463278234004974
12,253,107,-0.0682610496878624
13,233,139,0.24003128707408905
14,256,139,-0.06823091953992844
15,253,144,0.27407506108283997
16,277,137,0.019198071211576462
17,257,144,0.2872600555419922
18,283,137,0.020792804658412933
19,261,142,0.27482300996780396
20,283,131,0.026245158165693283
21,260,142,0.26876237988471985
22,281,131,0.024863669648766518
23,219,164,0.06920481473207474
24,239,164,-0.06930893659591675
25,220,205,0.06986727565526962
26,264,195,-0.03771360218524933
27,208,247,0.0055449241772294044
28,259,241,-0.07665650546550751
29,203,257,-0.002153482986614108
30,253,250,-0.07917921245098114
31,211,257,-0.033342909067869186
32,270,258,-0.10131201148033142
0,257,93,0.1394171118736267
1,255,89,0.1397959440946579
2,254,89,0.13975626230239868
3,253,89,0.13969820737838745
4,256,89,0.11790258437395096
5,256,89,0.11789702624082565
6,255,89,0.11782079935073853
7,248,90,0.13267789781093597
8,251,90,0.033817604184150696
9,255,96,0.1400132179260254
10,256,96,0.11107378453016281
11,226,108,0.16725581884384155
12,254,108,-0.05840500444173813
13,233,140,0.2303466647863388
14,256,139,-0.0640818402171135
15,251,147,0.24257561564445496
16,277,142,0.017818357795476913
17,255,149,0.24847851693630219
18,282,144,0.017787626013159752
19,259,147,0.23717837035655975
20,283,138,0.021239953115582466
21,258,146,0.2363060563802719
22,280,138,0.02241382747888565
23,219,164,0.06773563474416733
24,240,163,-0.06784673780202866
25,220,205,0.0474773570895195
26,264,195,-0.03260568901896477
27,209,247,-0.004410849884152412
28,260,238,-0.04769400879740715
29,205,257,-0.011100057512521744
30,255,247,-0.04807797446846962
31,211,257,-0.04669864475727081
32,270,254,-0.07137268036603928
0,255,102,0.18276149034500122
1,252,98,0.17727568745613098
2,251,98,0.177266925573349
3,250,98,0.17722177505493164
4,254,99,0.16127242147922516
5,254,99,0.16125687956809998
6,254,99,0.16119231283664703
7,245,99,0.14656516909599304
8,251,99,0.07429535686969757
9,253,105,0.1745084971189499
10,255,105,0.15333832800388336
11,225,115,0.1596546620130539
12,255,115,-0.018822841346263885
13,225,143,0.20382541418075562
14,259,146,-0.005889772903174162
15,241,154,0.2168569564819336
16,275,154,0.10013709217309952
17,245,157,0.22028397023677826
18,280,158,0.10429084300994873
19,247,156,0.2119569331407547
20,281,153,0.10758915543556213
21,247,155,0.21195925772190094
22,279,152,0.1051807776093483
23,220,168,0.055077631026506424
24,241,166,-0.055151693522930145
25,223,207,0.04169044271111488
26,266,199,-0.030164027586579323
27,210,247,0.0353255569934845
28,272,242,-0.02033512108027935
29,209,256,0.033497925847768784
30,269,250,-0.018488595262169838
31,211,257,0.0066047245636582375
32,276,255,-0.0390562005341053
0,253,106,0.18092051148414612
1,250,102,0.17248673737049103
2,249,102,0.17247839272022247
3,248,101,0.17243827879428864
4,252,102,0.15939393639564514
5,252,102,0.15938451886177063
6,253,102,0.15932081639766693
7,244,102,0.1310833841562271
8,250,103,0.07079996168613434
9,251,108,0.16870379447937012
10,253,108,0.15117691457271576
11,225,120,0.14128518104553223
12,256,119,-0.015513766556978226
13,225,147,0.1943601369857788
14,262,149,0.0014573551015928388
15,238,158,0.23255929350852966
16,275,158,0.10487750917673111
17,241,161,0.24078091979026794
18,281,162,0.11157110333442688
19,243,160,0.23903366923332214
20,280,156,0.11451554298400879
21,243,159,0.23239055275917053
22,278,156,0.10976734757423401
23,220,172,0.044490084052085876
24,242,170,-0.04463779553771019
25,225,210,0.041723355650901794
26,266,203,0.01383239682763815
27,210,247,0.00688693393021822
28,274,245,-0.012166857719421387
29,209,256,0.0028053035493940115
30,271,254,-0.015710752457380295
31,211,256,-0.019637679681181908
32,278,255,-0.018158217892050743
0,253,106,0.18052242696285248
1,250,102,0.17252549529075623
2,249,102,0.17252080142498016
3,248,102,0.17248475551605225
4,252,103,0.15853559970855713
5,252,103,0.1585206240415573
6,252,103,0.158458411693573
7,244,102,0.13163310289382935
8,250,103,0.06839742511510849
9,251,108,0.16870450973510742
10,253,109,0.15008290112018585
11,224,119,0.14003115892410278
12,256,120,-0.01871253177523613
13,223,147,0.19913379848003387
14,264,150,0.010772015899419785
15,236,156,0.2561461329460144
16,274,158,0.1363176852464676
17,238,159,0.26721814274787903
18,280,162,0.14631254971027374
19,241,157,0.26284411549568176
20,279,159,0.14881828427314758
21,240,156,0.25494539737701416
22,276,157,0.14175520837306976
23,221,173,0.04713955149054527
24,243,170,-0.0472613126039505
25,225,210,0.044499147683382034
26,267,204,0.005466516129672527
27,211,247,0.016269812360405922
28,274,247,-0.011141723021864891
29,210,256,0.013072558678686619
30,271,256,-0.012148580513894558
31,212,256,-0.0077355788089334965
32,279,255,-0.021170197054743767
0,252,107,0.17982161045074463
1,249,104,0.17176581919193268
2,248,103,0.1717570275068283
3,247,103,0.1717228889465332
4,250,104,0.1584230363368988
5,250,104,0.15841083228588104
6,251,104,0.15833680331707
7,242,105,0.13065104186534882
8,248,105,0.07043719291687012
9,250,110,0.1678549349308014
10,252,110,0.15017229318618774
11,224,123,0.1371484398841858
12,256,121,-0.015341953374445438
13,225,149,0.19327810406684875
14,266,150,0.011592365801334381
15,237,157,0.2514928877353668
16,274,159,0.12993961572647095
17,240,160,0.26265642046928406
18,279,162,0.14135302603244781
19,242,159,0.257559597492218
20,278,160,0.14435724914073944
21,241,158,0.24954165518283844
22,276,159,0.13556109368801117
23,222,175,0.04437357559800148
24,244,171,-0.04454793408513069
25,227,210,0.0472615547478199
26,267,204,0.006994824390858412
27,212,247,-0.016381381079554558
28,272,247,-0.04190145805478096
29,211,256,-0.023771759122610092
30,270,256,-0.04626387357711792
31,212,256,-0.04425402358174324
32,278,255,-0.05779805779457092
0,248,108,0.2164919227361679
1,245,105,0.21266965568065643
2,244,105,0.21267205476760864
3,243,105,0.21265943348407745
4,247,105,0.19605416059494019
5,247,105,0.19601739943027496
